id,g_ref,g_id,name,phone,y_id,yelp_name,terrasse
433,CoQBgAAAADEawQ307hoRgaAxXRAWxgW7INk7miCqb3kqRU1mzu31tKS7z5Pfjg8prPqDee7EEJ52GH_oeHtZ-5ck5oDn2vvdDhZg4z7a9EyX0iuiNu1xRbHBuGnVZP_hnRUBM43K8uToYpjX_WDJ9ENIQmW_ZCREH9J1kBejQczED4tTn7uLEhCR5X0VX2zSFirIdALXTX9gGhSZ-NXHUO7ILp0w8Sz7jYpRlUFjSQ,2819d6578b5cf19d749e12ea6c7313eeaad9bf65,"Concorde Montparnasse Hôtel","+33 1 56 54 84 00",nONOBAfwRfsAWShb2P-_IA,"Le Wengé",
434,CnRqAAAA2SUZahgiGFdjAV0n5Os-s35xqIYXNS_KmHOMOQHz72UBMX90aRzsXzyoSXFY1s5Fl7LCuBxa9P2H2VVOdgGBreVJELGNEqt8Z8wJUIx0vf3jQ9LAR-IYORKn0u52zcd7LjqbTNKSf3XyfxRzJYPC8RIQTPdjiCSbTCyCTqvKEacByBoUFl9gePhU71HpQ7JqFDlYxN3-tII,0397ea307624e752f3792143897774de12eb41e8,Alcazar,"+33 1 53 10 19 99",W7PL6HNresK64LodlN5evA,Alcazar,0
435,CnRoAAAAwa4FPiTv86k0UgRO51a9L7M35Fh0R1GcwDdBh_E4T7dU5KrDPQ-L0gN1UJItbiKBaicswAi8PMndN3DAQ9Vm9GyAeV6VMnZcZfW7y78cFa0oYEe_LSWrevlFcXDiCv6awz5j6To45Acn1OgVFMnu0hIQndcca4J6qNBd0z_v4FaSARoUnMmKWCWG7DQrqsk13gXk2kVYd_c,2a1197f07b0fef800a8ca3329abfd75168b5cbb2,Sola,"+33 1 43 29 59 04",7NSMBZF3NQT2eygZ-S6Fxg,Sola,0
436,CoQBeAAAAB-0Y0TcjlHowJiYbK09yDSojZFaMESfY4l971Iy8Vnzdfue2f8GxZO-D9okCLWWfhLCgYe0DKskKYTehj0cq9ktDMjZdtn5lxNEsoVkSrVEPMyPbRcY1kANiQJ7c3p5n9P6Vl4mEmqUN1xiG_e2KmEJE0_8tobZxYrywenHbD3tEhB_fxcHzRjwJwl5p-6nwOE2GhQCU1NxpacxD3PCswJM5QxQ9lFJ_Q,4c5f895946ce8c7dc2bbb5866265bda50d149ccd,"Breakfast in America","+33 1 43 54 50 28",r15vziwCxQmvyhd-3u1iPg,"Breakfast in America",0
437,CoQBcgAAAC2oRppRtv3DLL2HyMUJuMUI4kD0JO-oBM_aTg0yG2aN_33fFDji7R2EocuGGd2QbFTVZvygMSdJe2a9PcTPuIsY4-mGYJmWJNRU4odw2xq1Qk-UuLJUbEGFOR2yGoK-3aUP4Npg-kzAcmGj9Vep2r-M-Ewe4JdR3nMnZ_Fn1lj7EhB2FKpe7LXNdKW9F37nq-a8GhSOiy-kHFSggjGIB__qT4BV_3p8VQ,e6da0dfa9c42b296aae6f49606db1eb6339d7d97,"Frog & Princess","+33 1 40 51 77 38",fbw_8P8gV8CwTdWMoO2qpw,"The Frog & Princess",0
438,CnRmAAAALuiW080uGdBMuHEMkE2wV0inc5FKek4NYTVFSTXUW5VxBFTJpFjHBCcrj4Qp8zeAWjvMA5aVf6NOjKHvhPoYWUjnfefKrqTLW0NAnDIvF0Fu1sh5EV7XoC1UFm0Z33CBjj1R3ess0CaADf9pRVpMehIQRnBd_4Kej7pJWVrP-vkazRoU3P5vz1dgH017wIyUFKq2ZEka2Wg,b33d0a2d34dc26dfc86fe619220fc829b1ea6142,Shu,"+33 1 46 34 25 88",ZXXiwISfsbry4b3-kCfjlg,Shu,0
439,CoQBdAAAAIjSkfjgFyZTzZNkJR9K8aBWBwPlJFwMZlLrWmhN6lRkAEh9GimrQribHsQmnFqO9hzDusKmu5yqgw0I-hjZQf6TBvGPO5HQQ0wwA4YgVdTJPggvne-yAjkQu2RNlsT2TyLYCrJpE_CZIakMvTEJ4iHFg7MG7f-TV2qRvGEK3S77EhD2Ea9VKN_I7hKi4478LM7kGhRViJ51A9v_wcFpb7VUi8_V0pTlaw,a1e0bbba65dba97f4ad3e57b323edd2f225fb9f1,"Café Oz, Denfert","+33 1 45 38 76 77",P_AKRVa_Sa-nvrGImCLF0g,"Café Oz",1
440,CoQBewAAABBKkSs7_ut3Pbq23A-0MoWt5GR9NcKRkfLDSTcNbO5WxclWPpPSxidf4kupPE0HcyZRfnJYUlvEpC5R4LZtf3auZkQotD-W50_HLa3GUp5rS6UAgp5t7-HaJUe0gnH7Fat6gzNF8U-GUw16DR-5zJR8zV0LWEXxx_8_9Mv0dyNNEhBAVRyZurjVa9IR2FG7bnNfGhTQTNyAJ0UKP9eF7UJaFzx6x22IZQ,96d6098e372e9c22f1d24cf94ec768e7980809df,"Le Caveau des Oubliettes","+33 1 46 34 23 09",oR1KIfWBmmqmKlk-6XcZ9g,"Le Caveau des Oubliettes",0
441,CoQBewAAAH_evGdBFfIWHx733CeL_PIdgZ_PkNc-jDI-ja2B79EMfLJpBQVDCs6cdku5Zn2TEdLtKhRII2IGnZSCacryMHFfAYwGTox5cGF2FFhxmyQC48sSy5awfZtkyVdXX3YIPHCiTe6TrLCL4EvkSdpwnfNbbYXg48ABk8_kQWfqImlNEhBAzzbIq88PKBcQRK9KjBXBGhQe8yjaq2DNlmwtj1SEazfQdeh78Q,60d785e084ec41ccfa4b5256aefcc43e53654fbe,"Le Grenier De Notre Dame","+33 1 43 29 98 29",hfe0QLfHwyaiE_HBhkq9AA,"Le Grenier de Notre-Dame",1
442,CoQBcQAAAEWlXpAb2cj6jwL01uGDZCGHgihcjhbiWouE1AnMFuOVMPY9RnrJwmfxKLAVL7_AQHkRVjpvpXen7i-YEP5z3wFxWqk2IzdMxlHsEuxCIrqtQqth0wU001358HRafOTyr8rGM4udtwEMO63NP7OEr7t7Z4GxaBUe_PF5ALLhvyk9EhC7J-6RtAvrd1iUjEcQiL2lGhQWG8MDvstX_RXTlx7_ySxDu3p1eg,f1af88d814470c1cc3116e9453af892172f0b83e,"Le Mouffetard","+33 1 43 31 42 50",cNYH7f58SeWmN5FZabDQoQ,"Le Mouffetard",1
443,CoQBcwAAAKOpFCi9sHDbJ4XQsEeAuxUbOXmXAWH9tsuevrQnfZ_892cmvtrPCr-pdN7Y6QreCdx_8LrARveIeqngrnXpqbnNap0uyj0HuzXlrbNj0xr_BBEOu9pMpGEIhQm-0DdWsUxIKZ8sOfRibh7SbgvTFHOhcg-9MEkmxksGjHq1mZ97EhBR8_MSty02MFSEX9gGSzPOGhSel_ZqM77shTcRNi0js1pW_cGjUA,47a4a91d9709a1fe89c95f271dc46ecfec79bd45,"Brasserie Balzar","+33 1 43 54 13 67",GbzTFw0tMYrJ70BJCEjlSg,"Brasserie Balzar",1
444,CoQBfwAAADwolYS6OeULFMixJBfZ47bQfCxcyY9xg9jAdfyhkOFD2jJLg2VLDikqaXgbJi_0ZGjaTialXFQIDcJAOJePRZvVpwoe_7Q7wiDoDcl5iWmDf1pQIVSps7Qr8miSriBNJhHn1_Z_4UdzqWINQgVfaWeDJWHhgaEdf0gNO57xAlKkEhAMox9gJkh41gZFC4joAzOFGhTwbH0dDrN-8QaF2Ggb5T2Hj0IfUw,7b624780f315bbe10ae9e88dfc1bfe584502a059,"Le Pain Quotidien - Varenne","+33 1 45 44 02 10",39n_Mpyd-dZ3Vsbzun6z2g,"Le Pain Quotidien",1
445,CoQBdAAAAOYnuZTDiAtOPusmYujDhHpVsvphBw8hFCh5pk8eN4woKR_byGcvESYRCssCrTHwiwm7AllSzFkvknt-4ZUQ0kPi9IqOAdXdtXu3h8_XsRBsnjnrT5hzUwkHTk_3fpV3l0VpUs8-RsueoZ9_LH_0Wwt-IngTAuLpbJhYSbA2M3Q6EhBclhbR8McNjxIEq25jMiQsGhS2QwISpiC6rEPiPazkfEoL1vEkcQ,ddadee52fdcfd294f89ba731ce6ce70078fb49e1,"Ze Kitchen Galerie","+33 1 44 32 00 32",N0ZLLAL9MdQIFtO-QDzYuQ,"Ze Kitchen galerie",0
446,CoQBcwAAAOsI2X_YhrYtwL3ks5iIj5L4LcRMTQvCdOOwIe6PZu2orw71FDTVWFL-gQCdzY4LitqEwClUMyWSUY5ez4WSA896H-lVpuAprI8qwn10vFIlroxzcyf-u9Qzarru_U356pkxaB9Y2YW_6rhvqQbzxA2QfOcf9-F6jdJ2Zq0BJqS8EhCwZF-4oDI1awXzEERVkIiIGhSHL-fcMHpa0VM7vDT6U0WPI0-Krg,dbed196b39b620bb9ee84a428745b08fa1a10d68,"Terroir Parisien","+33 1 44 31 54 54",a6KJQpFRPf7aFdzGMzrvKw,"Terroir Parisien, Mutualité",0
447,CnRuAAAAN7cmLMYfrLlrMd7izR_B3rAsN09Kyrs6SP280vypMRypHPyGbXsVW6mhbO2UmcAe3nUjnfC3kWf5RzDaUesAkGXjpONkyczdXAdjCX1ivbPFzSarcor_AfBhaZqjbDhl6s_LxMzHlOqr49npqEHeuRIQXdWHrBF0Xd0I5Z1F55Z_PBoUMCKr_PkpLsGx-mYMOYhF4JllPTc,74303b7dfd206be2cfa3186d84230611c5d66fb3,"Chez Julien","+33 1 42 78 31 64",,,
448,CoQBfAAAABInCb0DEodnzYTgB83kfoKPuvWysGcf8IFBqqT66rK14cyUs4-9WPTfitDoOmVgUntDb57QI2Svy5YUhbPvN7n4zubHIGjBZuygejKk6VfOBozOhOc4gBrrHizdxPR7QRByevOTJwtpjY_XY8KkuWexU1cEgm_R7PG2qfOA8nrfEhA5sVP0mlIgPd4t-MhTM2_PGhRkNopCe0eJ59A2WNcE2XEY3YcHkg,bc90dd6c7f41f6085c9c586b5ac994e1b6c52386,"Les Degrés de Notre Dame","+33 1 55 42 88 88",q1vn5fyxT9vwHNDGRZ1jWg,"Les Degres Notre Dame",
449,CoQBdAAAAAWibrPG6wxRVD2TXRXI_OoLrkCiCWh_1SQk_geXTOwbhL-LlA0Hm4UdFmnoo4ZZrXgQQqcrXnSCmPV9fGp5Wjt8BEpxHGtQQBY6OzE1qEuP_b0IzWZJYqhvTQ9lQc6cFTwEj3dqe3ilaWUoYPTs6qKyMUYiqOtwzlwelbng_ZNHEhBSEgvCs0h5XOMvucewjnxmGhTUbf8IBCiFbBU3hDbR44wEmpgEAQ,08befe10d06786967d3d9512a21db292fcc66c90,"Happy Days Diner","+33 1 43 29 67 07",YIZ7ARTSm-0Zi7-2FyWxAQ,"HD Diner",1
450,CoQBdAAAAIzSt9_JvjAGNcrNn9ed4ZpJQSGSQjzxIP8Da6UJ-DCFKTstEN6uNAS0lAiqlbFv5AXOM9O-mY7uJBtNnam0nDn_51bKXwQqTq6ReOCqQflrme06JBol3jLen3z2RwFNiZ0FT6H2U1zmsnUGnBanILpZnOhHIRGKMFL1Q9lXyS2OEhAo0jx0_6Y8JNZJBpkqUXzrGhRGGQfthquYtA6XlHehddWgySlZqA,93fef8096017766dd8287b9c67d13718ef287889,"Pub Saint Germain","+33 1 56 81 13 13",biAqxs8l5KvjeaWFRuRAyg,"Pub Saint Germain",0
451,CoQBdAAAACm04Fb-eM6qWTrcyqiB-rmUwC_FIi1CSXrhZh9MpMfHtbkJ7CeZ9plo91yRgFmd4zEldw4yMkA16NDIeMt2h3-cAv0HKMR1jwtcmCFyPnWw1ItjRjfNuzZiptcGQUpe4bE1ZMdmycYJ4kKZi2--jWs3kTiKUWo5PN-ZPnpyvUB8EhBRBZuXTu3q3EolKhPEgclcGhT_rSbFcplbMsSi8IG4RQq3fldMAg,a28d208ea31aafd53764e8a0ddbe13da877e1632,"L'Avant-Comptoir","+33 1 44 27 07 97",aPLSj-9aNHSQpi7Sf5_9hA,"Le Comptoir du Relais",1
452,CnRuAAAA8EJwDhaAU4Vnl8hT8f4F36cA3DtfkAzKRGmOjMaztboMj9VY4EXHmT2cPMT3kgI6oe4QrKAjXCIvRLyHon2ndZWGMMiH8yP4Qu3c4z-489zmhgLkoUhv8EvqpKC51LtOfwS2kQIrHH_qzYDraQrd2RIQvGIBlPJr2TnRokEB0BDqLRoU1KcJReb_BNb0JlBkXMRrM_RH9Wc,7c92699669104efe2ad4f5c13375e73264ef0e93,"McDonald's","+33 1 40 51 86 48",oYhADE0OBhSjFzZqCfYWYQ,"McDonald's",
453,CnRsAAAAx1-VOvLDqYyjyeo92iAx1gCcXdUcDsoBOj6OeVxQ8Kr_z5ds1uiWt96BcVHKE8CIol1Yyrj1smVC6JJ_JjSUfykWAFf-zHlG93Ded1OL3qNAyyA1NluEe9YIRjZcJkdkpAJPvgIiMOlOeOESnDgf_BIQ9TkQTGs7qzFCH4hJDFBNBRoUEfKThCBoDoK3SRz3E397FE3J36I,6d50c7bee068e76a1890c5d4ae65660be48cce87,"The Moose","+33 1 46 33 77 00",rU2qv84CygVAhRsLPEcuAA,"The Moose",0
454,CnRwAAAAmyjDz53ay47ZRHS8HTe1r4lSA3-dQ9uqhYEANYB-LhZeFdX6oTphztKcxxk4W_SEVeuOpHMVFcpFh7GzvJBss_J6HFcM6WJ5UcH8P0gFyXo-bYfRHRhAy_Sx4bkhlgs3m-1_jI9CgqZ7i4Oi-bQsjRIQbNspYB4Ayl8mqeKtO0nWVxoUM6kuoKMdsHRNIUyDaZ2RXNA3Lac,f0d3f9d92c208fa3d903647b7afa00379a403180,"Mon Vieil Ami","+33 1 40 46 01 35",uGq57lt1zt0w5o72rPI8MQ,"Mon Vieil Ami",0
455,CnRvAAAAnty7Wm1kK7U2O1nsTBXCbjzYhcR2myzeQPFGf5b9R71-pH1LpO2Qx-9vsYPq-md7P1vMzrVcYkkSY760vtKexRLHExJzd7oAytSG-xpmmGmoMwV0jrJ7qu-LQ1YfjLMEV8sEu3jcnwa47qvwV9xKZRIQnWQfUmsFhDCbNjxolbMrkhoU6LxTWFaET1oNG3Rk6WVjNGA9N9A,8326a3151c1a042676815a9be7702f1297dbd7bc,"Itinéraires","+33 1 46 33 60 11",m3KRVGOFDKmCDZVK4TqNxw,"Itinéraires",1
456,CnRuAAAAaYRr4L2yvrQursZZLh6CpHFwjcsmZ7zNlWhgMHziluRWMrIKJONXZvdibPvLMVXn-qFPXeSfB2rGcR-AbiZ3q8L8hWfyb-jg72Vmx5zz0WO2tVRsN_6nlJkS_WyJMnFMOgDQcQPo5V_TqSFnIWdoIhIQNCY6nio6u2hpB04p8P7NqBoUsmCT5VolOqn7bcKN1V6W6sBSLdo,d7ab71e1dff25047b43bd7cee4e271210038058f,Lucernaire,"+33 1 45 44 57 34",,,
457,CnRrAAAA5WP2yhKtIqDuO6gx5RaeHDi1Ker3LyFksrvEdW1nvL0AvjaFZ2WPNyP0ngwMre5l55QIUPPXoRGy5dQA8stxsNfWwTiS6IzZ1QCnHg3EIH7-iT3h89yiylmPxpqYGsJW4dA5s5V3lk2j5u8CU5a6IhIQmWvnWX8JH59-LMr6mb2OjxoU6YpzoNquCkqz8eD4usux_b5NEPo,ea39178dd5856a3d1c5e50176066906bfd968337,"Le Saint","+33 1 40 20 43 23",,,
458,CoQBcQAAACa5CG4c6yf1E3gCnFENTOr5vcmLt1YhA8UizzeI1AJMfa7HPezlByMICVmZF0TPCQjIFjVCrWfH5wa-wyVqhLVokqckP-9DfVU3LNtBjotANyBjWdQslKPvhKiwOBCvdRH3zyYtpCxilpUYVIYc1-Ep-LmyBSbfg7WaSFk937lzEhDn40uEhjrO54oTWpdWuZ97GhSgQYzwgkC0680mUJshW-y-IyPuPA,0b92d625108914c507f1792127a22a919568c80c,"Le Petit Zinc","+33 1 42 86 61 00",lvV03BJEqvbM--9LWJtKIA,"Le Petit Zinc",0
459,CpQBgQAAAFwtzHM8HLq580Vy4wAYkl2zkAuEVttJ-WXZxgigi5kG4vn-CpkQw6IxY8OghbfQELhCk8WoOAZK1AzVpvYAs7EOOJhcuFp9xT2K-8QD9a_m-vzh3K-pzPk7k_rPJvmyX4VsUZJLBmTd-wWYQSUp_qcPlmfV1hG4kcV3Y28S8cs5q2Lc8r6V-h6V6_Ee0Xwp4xIQ70GNf_7AyI5hyCBkDHVGKRoU4SmJgGU7V9fyT4jr7Z0e3udDbx8,42a9e9bdd9c8c2fc9e36dacbd212a04a6c98a9dc,"Restaurant Pavillon Montsouris","+33 1 43 13 29 00",yyf23vO9byMdVrjVzk2EsA,"Pavillon Montsouris",1
460,CoQBdAAAAI67NSUsaPQw7XOubsIKro26k6j1ZZBCGtOlLoD9sQuhVSfPz3FzMBxHtlnPPFW3olgTfGO6aikyN1pIWzP7C-GuPjyIttDRafKd2SSUN9byZHijIMZKS3hmCqgcfbBX6KctodhTLSl6GnK2B86elBJE4KqBIi41MOQb4a64eaEvEhCobyFokyIlDTCGtDpHQJBjGhTUoQm_VsYIps7u_PYQYzbn7mOykw,8aba14c3b05ef2322171bb9a1806cd3972aef9be,"Le Petit Journal","+33 1 43 26 28 59",mVd0-cp2sj3veeXBwNOQZQ,"Le Petit Journal Saint Michel",0
461,CpQBhQAAAJ0UXAdY6ND4AGNx5NKtDV9vM1es4ZK-uDQX5RJUIqUrVtDTOHnpbjEE4UvLrpk7AfGjsyXNTI9qoZiwErKqnnemj6wjAk80aJSaAeL1CGqW398LMBYd8QC6CxYkzhEL4_ghfZ2BkciuG4bhbCPrHZwFjzRZPO2kAthiDbxpfbN3iT3bqwLnVsUrYECEz4aWGhIQ-twxp7q5eOZ4z5cmrfARyhoURLDDLQ-fhuaW9X9o10yGypQqFcM,9d82cb44a255fd491a606d051c4f54d4e82ece9b,"Hotel Novotel Paris Porte d'Italie","+33 1 45 21 19 09",WVdGjHgQbBoBVyeM1WtDoA,Novotel,
462,CnRrAAAATafC65k-wmnp6tDg0zvwdaNXqEJQQgmpLqDr-SM6mGqLGBSga6JMSctUGhrpGe59LvthduWNGYBJixUWm7tsv2KoPY0xEOV_BBy_Rge_yh_j0u76xpH2U61u4d1s-qqvj9HZyVpEJzsMiSuivfmzBBIQRghruCdbUuM8VOgX64hQTxoUIE57c0mMYnE8NbQ5KBjtPoC-A3c,e4f399436b866faaa27686135d96dd96c4db03e3,"Ralph's","+33 1 44 77 76 00",69Jp-YKmgfan9SWC36zgxA,"Ralph's",1
463,CnRuAAAA8SZsKd-M9U82P-lYO9V-zl5WoqlVQEJgifWDMvAbcqdWAIhQkj57Aod1hXTJanzorMFdCqRNvlApxb-QWv-gFtQXSRLHblB0wa5o1u3N4jCWd4yDx_Jyt5NExlDaTc-R5C09j9W99eSAHgzMfA-dRhIQRsvK51TcRB4g4LqRonJaPxoUjRonCOtNXJYPN-C6vKObxWobQys,f975eca1af0f8b162a53d5aff5cbbdff2c88d261,"Pizza Chic","+33 1 45 48 30 38",L2Aff_OASsPXBxRn0N5dtQ,"Pizza Chic",1
464,CoQBcQAAAMpNJPCOYjycOxEniRyzOgTdazXUmIEkIODAjONOKLm8mMNxNVP1GUJ774nAUMmT0gi5pcaarCk4HPJ6OCED7dyU9ZV7ONZ0OexzknW1Gd3a5nTlCrlOHbEjKr_2qL7GTzOFEogg20X2yroRuBh7JiefFn8L6mzYqcP5mmHVEDvqEhAFKL1BfNIy4micuc1_fBXHGhTMuFgEvnJCwdPymRVcmZW2PvQ3RQ,bb2c168a9ee4014535d953f3e15cbb6b64bc2776,"Latin Quartier","+33 1 40 51 04 61",L8LqhgVLd7Myx6nEu3pVDA,"Quartier Latin",1
465,CoQBdgAAAAZOd2EAi69uZ4clX_avrV6Y6W7G0uC8IDbWI6BZkrwv7RY3PdRTbFb5TRMMl4uh-fjN5o6z-rp8xwt1V6Ibl_EpnwJ5BXbWDCk9-uACtO1kW52gh2uC1YfUDVOA0WCtx8w-XOQtcCaUpfj9WsQG08KgPPIP1JJ_1ZmkL-VxO2ciEhCO-fhj2HW9RWuiuvJENJutGhR4y3efmNfdlHvMvS5j0ReYEO-tVg,4970e98e6f0e66efe01a46c96d890a23f833872d,"Auberge Notre Dame","+33 1 43 25 99 98",NyKiluL_Kig3lz8a27JzzA,"Auberge Notre Dame",1
466,CnRuAAAAggTpnAOmQwpQimgqGg6j9Zr4NL7-H2Ge8YYNSzo8-OggcTBL7VUL0etGfIpmKcwRF0nR0QwnVyECkr-ZFDRYcGSPEuD2Oer2YIrje7DgreGy4bxaOezvbQz36LeqpLjpxYIpFoyqejcVHR2NZFcyJRIQnKRoP2JpM9fEjs3BHntC-RoUPY3_YTfO7BDyfsZ_7GagRlGbnEo,cfa10d89837470e40de4000c6c665964e1cf48d6,"La Rhumerie","+33 1 43 54 28 94",QN96MBnihaJxDsDq5_oejw,"La Rhumerie",1
467,CnRtAAAAZTU75VGMS5tvrzC7xlf_9BDqoPS6_bzhF9Y7_wrd9g5FctM-plBby7W2STXeQ3Efs9UUJSWNf71GUpI59eZXl1eJA4u-kpTiDYez7R2UrtLN3asjeLRTIb3juRbZG4A8txSkR6A6jCCDsJLtDzOQ_hIQgW8R7LXF_TyXamnP-X_1VBoU_OfxerqfFVJz_AdRt7Maf4kRsrg,1a01664a7cd2eadcbd10c92a0aeb8858672fad83,"Sushi Shop","+33 826 82 66 28",bDJ3O_OEQtMntMxzanrZig,"Sushi Shop",
468,CoQBewAAAMOB8CxOntKI810NBqHgyaa-3tgS_aMNeQlAlcY97fvggr4XoVzqbEkmHFDckQU0NP7-kgMDiOXlMzDGzvQDukP4VyaYcj_gtEc5H6xh058W04jvohtxB9tBnaOQSVyrbUHTAPA_C3x3A7PcU6cykRdUgmxC2eNNSIL2Yt05It1KEhAwtDT09tUYGgUSl9PwvPssGhRmrq1K5hlyehmz3Ga6u6kR_FwBaQ,87e0ee8a56ee1ee81418b75826772ffb868df3e1,"Au Vieux Paris d'Arcole","+33 1 40 51 78 52",dXnfIIbVEdxaggLal5Z4Wg,"Au Vieux Paris d'Arcole",1
469,CnRpAAAAvVjHuJha-A-7CrAxvhLMOXzmmDo8Mq9Z-UAux5ztn-LcGf3ovREFsw5TB6JNdb7M-sR-8q2GIqRNGUAql2_pcT1_F-NTZpaWqzj08ysjAgsUCXDUJ5oxAMkZwHXaZ0cjHs7ToeScPLVwQJwdKdpKqRIQFF9OcaDEkJUoCv2PWwbanRoUtxQfdBJUhK3Z7r4W0OX8Dn4y0v8,fface672213afc41a13e466dfbe96e819739b9e2,Allard,"+33 1 43 26 48 23",,,
470,CnRwAAAA2vX8ozXNXfsswwAraQdiiv5aSQ_yvgNdF43wAz62IKSVih28_1m1FYFdGGoo9shXe8nSUPsb_UGjGft9YY32OVZ627eR3_B8AlVhgoqHfpdGyQIy7wy_5tVhHJEyK3sWhORRHkRXsMsE4xg8-UdQ4BIQMR1WjXGI3wBLO1FRid9GNxoUDcoM9ECfSyhyOolsFtwkxvUZ1JM,bd81ee7a9fc31bc44e7c98f8b8cba416e09f8d7c,"Chez Papa 13","+33 1 45 88 30 98",t6Wg4MZ2sEg1S4rvAgqLgQ,"Chez Papa",
471,CpQBiwAAAK4IQpF84ZovBzTwEJ06SuMIFdSLN2QuuCamIJl_xRvPn8cUFR9zhflDfZGuufvfGUM_lxVp64bIcD2g3k-2FMQYC0Yw9AtbX_IlireBV8IuoqSNYW_NTP4gZ8QhF10m28hh2F_LOqJcXB4xVXzRqywlZVzHcWAlOURxF8KO5BClqkQ_BmZb4RYUyjRSYNoD-RIQfTn2Rd5Y9WcvuFGO8CMiLhoUKBAVPUyFdYdSCaPY03k47Va0Yxk,41b005e298d03d75a93f40cd7fd0dba69ae230ba,"Les Fondus de la Raclette ""Montparnasse""","+33 1 43 27 00 13",iE9oNU-FR46k0fLFKmSZUQ,"Les Fondus de la Raclette",0
472,CnRvAAAA3E68bzRpXg_QgouvPO-cLhnNNcISu3BOfFiSIomEMJEoSv4GuVAG1VNrW9_TTE4Uet-uQLyAJt_-qxP_ZyG-VjtX9fYAAgh_h9C1r2sBKGZCc0_AY3aH0h86uVU0jBM6m02BqEZim2OPww2uGoNmFRIQPHjsfTX4PxrZOORiXi9c7xoU51mZPe8603ZngtvBGnjSSJR-ly4,62f0fa7c6bd8bbf4656816f0f81ec61de6be01f2,Mavrommatis,"+33 1 43 31 17 17",8rfduMDLIAyYs8W82HLYFQ,Mavrommatis,1
473,CnRvAAAAI9zsOhL5oHrx5cSX41nMlAOh287Nd-z3JC0H6d0cboM43nZ7CwqLZM-dVgmhKtPQSqJcCOmaJMInLuDbvKr-Z0dQXJ0S8S_xMtGj9GpQHGRWMufcDEgNhjsSu5jSQsSHM6LbuiqZ81Mo4qBMbkVx2hIQRavRVjWkuDniQJ_paw6kYBoU0WwrXHwoXiHNy18qXT2jiElB0-4,10b755f2c02e5154d25297b7deaacffcf5e0acc2,"Buffalo Grill","+33 1 45 40 09 72",OYPdaUoqltbFTFYCjsKb0g,"Buffalo Grill",0
474,CnRnAAAAEL4LhzrkkQbxaDQu_1RNoWkFFBWt73cTx5uBPhullUH0PcGokKSqpAgiMOqgfWWth8nHTd_V_3tOUie4_dGLDDh1D_dERMmgHEKZG5PWJvlwlKDHaeu7nWz7rH4HQGChNMH9CTJmICL8kNcsQzJaDBIQnm0ZSa8ZxpCxTXtlRMvQPhoU4y9sLDB4jETeLkTQcFaIenqfZnc,f6e5c2c381b25f81f0aa920e263bbb2070422fc0,Maoz,"+33 1 43 26 36 00",mSIJcsBrx8cM1Q_IcTvY5g,Maoz,0
475,CqQBkQAAACGQO93QpBLilH5iD0XyfVkrc1EmUOuQewVgis7Ea6fEQ3eO-T7eHEwaonxE99gEpe0pcOV2dBpB0zgH7uB1gruHVuxCHd28O_m6IYAaJ6xN-VQDYWwCm5jdnq_pZTxHeX-6JqG4XSECljr_HsJ0KgTj65EkN_ZUhao00ug4GuEqqmYXOzk2MlYKCio3reN5_iigifxhr1fmgfoj3fTrz_cSEDLrkD8xnMt-qZhGz6tdUAIaFOxI5WYjlOF0TPc3rpT1cmbLTlnc,f36d029c2d31e20194c25a06fb8c7635d96f9ad9,"Cubana Café, (Bar de Nuit Restaurant Fumoir)","+33 1 40 46 80 81",Y03tJa7YJcR8_N-B9YHZ4g,"Cubana Café",1
476,CnRrAAAAh3_ipdZXCYSlRkfoJ0GueERl8M7RydtnH0SZ6rKv8k8HlH5GY4yv1eSVKHDCkVJOJmS_BVWjlRw7q4vHso5J7TAXchyypFwg6y1J5RZoJ8mxzBBFdVFXs-SIWkhWT08Qqx9nGV1IMFrXCWjaHb2KihIQCa3B78dZb9irgGzbAKOwzhoUkKAviUI54lbHIYPSERqKb9kHGhA,3a82b021db8c34378e24e0285f80ef02bbdb3fd3,Inagiku,"+33 1 43 54 70 07",reI3iJbL-4btJ5S9_nSbZA,Inagiku,0
477,CnRsAAAA-nlqUCsixPYXbQec5ffeHhl11lXjubqc32PQKwjuGKeY22rV0AbQswE1BSQBYm43DVAtYPwXtIYkYdMKsQM5RAGTyGT8wNLHn_gXPMeOkSJG95auCDRoRBhi0sTPMVcvKTj3PqBF3xf8rISvdqqaDhIQmLNC6ObtWFRJyvW7pt7-3xoUhcJrZA7VWiNHhK8dZHwVm9PBTy4,aeced1d28d931fbf3318a40fa84f7796ef5e79ff,"Chez Papa","+33 1 43 22 41 19",TUJ2h8kpblAL39ELoMeBdA,"Chez Papa",0
478,CoQBdQAAAOGs0t2PxrCoPyZpuzJkGrqMp8HG_XiaBx2G6fTpFcuL85L7aaHbTI3l9Yb2tYgCot9BHbTl5KzoORFFum9G1OocjrGfSOlmWgvNeoGOis2s1BhBXxq2yp5iQSPt1cNkyh2cqBCQERvfi7oHGrehelULZ81UP6wjdr1flnwou8U_EhCU35Di11I6elEMWpFv2qrRGhTMEJHTTib7-tEyv_vrwHxTsrXMaw,4cb1f63de5788e5882ae132e86b27a85f0aa66d5,"Le Bar à Huîtres","+33 1 43 20 71 01",QATjHXlMVkdFW9ZIuyFGeg,"Le Bar à Huîtres Montparnasse",1
